gene_symbol,study
RGCC,Witt2019
 GRIN2B,Witt2019
C9ORF3,Witt2019
GRID1,Witt2019
PLA2G12A,Witt2019
 ALB,Witt2019
SPTLC2,Witt2019
 GLDC,Witt2019
ECE1,Witt2019
GNG2,Witt2019
PIK3C2G,Witt2019
 AMOT,Witt2019
SIRT7,Witt2019
PLXNA4,Witt2019
MAFG,Witt2019
ENO3,Witt2019
KIF1C,Witt2019
 KIF16B,Witt2019
DNAH9,Witt2019
 NR3C2,Witt2019
SLC38A10,Witt2019
ESYT3,Witt2019
 RYR3,Witt2019
 MSRB3,Witt2019
 CDK2,Witt2019
 GNB1,Witt2019
SLC35F1,Witt2019
 RYR2,Witt2019
 SIRT1,Witt2019
ICAM1,Witt2019
YES1,Witt2019
JUP,Witt2019
CDK2,Witt2019
 SOCS2,Witt2019
NOXA1,Witt2019
 ENPEP,Witt2019
 KITLG,Witt2019
 FGF5,Witt2019
FGF7,Witt2019
5S_rRNA,Gou2014
7SK,Gou2014
ABCA13,Gou2014
ACA64,Gou2014
ACADVL,Gou2014
ACAP1,Gou2014
ACAP3,Gou2014
ACTG1,Gou2014
ADAM8,Gou2014
ADAMTSL5,Gou2014
ADCK5,Gou2014
ADM2,Gou2014
ADPRM,Gou2014
ADRM1,Gou2014
AGRN,Gou2014
AKR1B1,Gou2014
ALG6,Gou2014
ALOX12B,Gou2014
ALOXE3,Gou2014
ALYREF,Gou2014
ANAPC11,Gou2014
ANKAR,Gou2014
ANKRD52,Gou2014
ANKRD65,Gou2014
AP3D1,Gou2014
APC2,Gou2014
ARHGAP39,Gou2014
ARHGEF15,Gou2014
ASIP,Gou2014
ASNSD1,Gou2014
ASPSCR1,Gou2014
ATAD3A,Gou2014
ATP9B,Gou2014
ATPAF2,Gou2014
AURKAIP1,Gou2014
AURKB,Gou2014
B3GALT6,Gou2014
B3GAT1,Gou2014
B4GALT7,Gou2014
BAI1,Gou2014
BAIAP3,Gou2014
BHLHA15,Gou2014
BRICD5,Gou2014
BTBD2,Gou2014
C11orf35,Gou2014
C16orf11,Gou2014
C16orf13,Gou2014
C16orf91,Gou2014
C17orf59,Gou2014
C17orf70,Gou2014
C17orf74,Gou2014
C19orf77,Gou2014
C1orf159,Gou2014
C1orf170,Gou2014
C1orf233,Gou2014
C20orf26,Gou2014
C2orf88,Gou2014
C8orf82,Gou2014
CABLES2,Gou2014
CALU,Gou2014
CAMTA2,Gou2014
CAPN15,Gou2014
CASKIN1,Gou2014
CCDC136,Gou2014
CCDC154,Gou2014
CCDC78,Gou2014
CCNL2,Gou2014
CD63,Gou2014
CDK2,Gou2014
cfa-mir-1-1,Gou2014
cfa-mir-129-1,Gou2014
cfa-mir-129-2,Gou2014
cfa-mir-133c,Gou2014
cfa-mir-1842,Gou2014
cfa-mir-202,Gou2014
cfa-mir-210,Gou2014
cfa-mir-335,Gou2014
CHRNA4,Gou2014
CHRNB1,Gou2014
CHTF18,Gou2014
CLCN7,Gou2014
CLDN7,Gou2014
COL20A1,Gou2014
COMMD5,Gou2014
COPG2,Gou2014
COQ10A,Gou2014
CPSF1,Gou2014
CPSF3L,Gou2014
CS,Gou2014
CTC1,Gou2014
CTDNEP1,Gou2014
CTPS1,Gou2014
CXCL14,Gou2014
CYC1,Gou2014
CYHR1,Gou2014
DGAT1,Gou2014
DGKA,Gou2014
DNASE1L2,Gou2014
DOHH,Gou2014
DRG2,Gou2014
DVL1,Gou2014
DVL2,Gou2014
E4F1,Gou2014
ECI1,Gou2014
EEF1D,Gou2014
EIF5A,Gou2014
ELF3,Gou2014
ELP5,Gou2014
ENO3,Gou2014
EPAS1,Gou2014
ERBB3,Gou2014
ESYT1,Gou2014
EVA1B,Gou2014
EXOSC4,Gou2014
FAM132A,Gou2014
FAM195A,Gou2014
FANCA,Gou2014
FBXL16,Gou2014
FBXL6,Gou2014
FGF11,Gou2014
FLNC,Gou2014
FOXH1,Gou2014
FSCN2,Gou2014
GABARAP,Gou2014
GATA5,Gou2014
GDF11,Gou2014
GFER,Gou2014
GID4,Gou2014
GLB1L2,Gou2014
GLTPD1,Gou2014
GNB1,Gou2014
GNG13,Gou2014
GNPTG,Gou2014
GPAA1,Gou2014
GPR35,Gou2014
GPR37L1,Gou2014
GPS2,Gou2014
GPT,Gou2014
GRINA,Gou2014
GSDMD,Gou2014
HAGHL,Gou2014
HES4,Gou2014
HES7,Gou2014
HIBCH,Gou2014
HSF1,Gou2014
IKZF4,Gou2014
IMPDH1,Gou2014
INCA1,Gou2014
INSM1,Gou2014
IPO9,Gou2014
IREB2,Gou2014
ISG15,Gou2014
ITGA7,Gou2014
ITGB3BP,Gou2014
IZUMO4,Gou2014
JMJD8,Gou2014
KCNQ2,Gou2014
KDM5B,Gou2014
KIF1A,Gou2014
KIF1C,Gou2014
KIFC2,Gou2014
K-RAS,Gou2014
LAMA5,Gou2014
LEP,Gou2014
LGR6,Gou2014
LMF2,Gou2014
LMTK2,Gou2014
LPAR6,Gou2014
LRGUK,Gou2014
LRRC14,Gou2014
LRRC24,Gou2014
LRRC4,Gou2014
LRRC45,Gou2014
LRRC56,Gou2014
MAFG,Gou2014
MBD3,Gou2014
MED9,Gou2014
MEST,Gou2014
METRN,Gou2014
METTL7B,Gou2014
MEX3D,Gou2014
MFSD3,Gou2014
MFSD9,Gou2014
MIB2,Gou2014
MIOX,Gou2014
MKNK2,Gou2014
MLST8,Gou2014
MMP19,Gou2014
MMP23B,Gou2014
MOB3A,Gou2014
MRPL20,Gou2014
MSLN,Gou2014
MSLNL,Gou2014
MXRA8,Gou2014
MYADML2,Gou2014
MYH1,Gou2014
MYH13,Gou2014
MYH3,Gou2014
MYH4,Gou2014
MYH8,Gou2014
MYL6B,Gou2014
MYO15A,Gou2014
NABP2,Gou2014
NADK,Gou2014
NAPRT1,Gou2014
NARFL,Gou2014
NCAPH2,Gou2014
NCOA1,Gou2014
NDUFB10,Gou2014
NEUROG1,Gou2014
NFATC1,Gou2014
NFIC,Gou2014
NHLRC4,Gou2014
NLGN2,Gou2014
NOTUM,Gou2014
NOXO1,Gou2014
NPB,Gou2014
NPLOC4,Gou2014
NTAN1,Gou2014
NTHL1,Gou2014
OPLAH,Gou2014
OPN1SW,Gou2014
OR51B4,Gou2014
OR51B5,Gou2014
OR51B6,Gou2014
OR51F1,Gou2014
OR51V1,Gou2014
OR52A1,Gou2014
OSBPL2,Gou2014
OSGEPL1,Gou2014
PA2G4,Gou2014
PCSK4,Gou2014
PCYT2,Gou2014
PDCD6IP,Gou2014
PDXDC1,Gou2014
PEMT,Gou2014
PER1,Gou2014
PFAS,Gou2014
PFN1,Gou2014
PGP,Gou2014
PHF23,Gou2014
PHRF1,Gou2014
PIGQ,Gou2014
PKD1,Gou2014
PLEC,Gou2014
PLEKHN1,Gou2014
PLK5,Gou2014
PLSCR3,Gou2014
PMEL17,Gou2014
PPP1R12B,Gou2014
PPP1R16A,Gou2014
PPP6R2,Gou2014
PRAME,Gou2014
PRRT4,Gou2014
PRSS22,Gou2014
PRSS27,Gou2014
PRSS33,Gou2014
PTDSS2,Gou2014
PTPN7,Gou2014
PUSL1,Gou2014
PYCR1,Gou2014
PYCRL,Gou2014
R3HDM2,Gou2014
RAB26,Gou2014
RAB5B,Gou2014
RANGRF,Gou2014
RASD1,Gou2014
RASSF7,Gou2014
RBBP8NL,Gou2014
RBKS,Gou2014
RBM28,Gou2014
RDH5,Gou2014
RECQL4,Gou2014
REEP6,Gou2014
RHBDL1,Gou2014
RHOT2,Gou2014
RNF151,Gou2014
RNF167,Gou2014
RNF223,Gou2014
RNF41,Gou2014
RNH1,Gou2014
RNPEP,Gou2014
RNPS1,Gou2014
RPL23A,Gou2014
RPUSD1,Gou2014
RRN3,Gou2014
SARNP,Gou2014
SCMH1,Gou2014
SCNN1D,Gou2014
SCO1,Gou2014
SDF4,Gou2014
SGK3,Gou2014
SH3D21,Gou2014
SHARPIN,Gou2014
SHMT2,Gou2014
SIRT7,Gou2014
SLC25A11,Gou2014
SLC25A35,Gou2014
SLC2A4,Gou2014
SLC35B4,Gou2014
SLC35E2B,Gou2014
SLC39A4,Gou2014
SLC39A5,Gou2014
SLC9A2,Gou2014
SLC9A3R2,Gou2014
SLFNL1,Gou2014
SMARCC2,Gou2014
SND1,Gou2014
SNED1,Gou2014
SNORA64,Gou2014
SNORA70,Gou2014
SNORD45,Gou2014
SNORD60,Gou2014
SPAG7,Gou2014
SPATC1,Gou2014
SPIRE2,Gou2014
SRRM2,Gou2014
SSU72,Gou2014
STK40,Gou2014
STRA13,Gou2014
STUB1,Gou2014
SUOX,Gou2014
TAS1R3,Gou2014
TBC1D16,Gou2014
TBC1D22A,Gou2014
TBL3,Gou2014
TCEB2,Gou2014
TCF25,Gou2014
TECPR1,Gou2014
TELO2,Gou2014
THRAP3,Gou2014
TIGD5,Gou2014
TIMM17A,Gou2014
TMED9,Gou2014
TMEM102,Gou2014
TMEM107,Gou2014
TMEM198,Gou2014
TMEM220,Gou2014
TMEM240,Gou2014
TMEM249,Gou2014
TMEM88B,Gou2014
TNFRSF4,Gou2014
TNK1,Gou2014
TONSL,Gou2014
TRAF7,Gou2014
TSC2,Gou2014
TSPAN10,Gou2014
TSR3,Gou2014
TSTA3,Gou2014
TUBGCP2,Gou2014
U6,Gou2014
U8,Gou2014
UBE2I,Gou2014
UBE2J2,Gou2014
UBE2T,Gou2014
UNKL,Gou2014
VENTX,Gou2014
VPS28,Gou2014
VWA1,Gou2014
WDR24,Gou2014
WDR90,Gou2014
WFIKKN1,Gou2014
WFS1,Gou2014
WIBG,Gou2014
YTHDC2,Gou2014
ZBTB4,Gou2014
ZC3H10,Gou2014
ZC3H3,Gou2014
ZG16B,Gou2014
ZNF517,Gou2014
ZNF598,Gou2014
ZNF623,Gou2014
ZNF7,Gou2014
ERCC6,Li2018
SMARCAL1,Li2018
MEIOB,Li2018
ING4,Li2018
RBBP5,Li2018
DMAP1,Li2018
MSH2,Li2018
p21,Li2018
CCNT2,Li2018
USP7,Li2018
RBM38,Li2018
APLF,Li2018
NT5C2 ,Li2018
NT5DC3,Li2018
RNF41,Li2018
CARNS1,Li2018
FEN1,Li2018
FKB1A,Li2018
ITSN2,Li2018
CHST1,Li2018
WDFY4,Li2018
IL4RA,Li2018
Col1a2,Schweizer2019
Itga7,Schweizer2019
Kcnma1,Schweizer2019
Birc2,Schweizer2019
Cp,Schweizer2019
Usp28,Schweizer2019
Cdk2,Schweizer2019
LOC102908477,Schweizer2019
Pdgfd,Schweizer2019
Epas1,Schweizer2019
Ncam1,Schweizer2019
Ptprz1,Schweizer2019
Sesn3,Schweizer2019
Mtdh,Schweizer2019
Drd2,Schweizer2019
Lrp1,Schweizer2019
Msh3,Schweizer2019
Tirap,Schweizer2019
Mgarp,Schweizer2019
Tnfsf10,Schweizer2019
Col5a3,Schweizer2019
Foxo1,Schweizer2019
Rap1b,Schweizer2019
Pik3c3,Schweizer2019
Siah2,Schweizer2019
Smad9,Schweizer2019
Mmp3,Schweizer2019
Ndn,Schweizer2019
Pck1,Schweizer2019
Pin1,Schweizer2019
Fstl3,Schweizer2019
Zmat3,Schweizer2019
Nov,Schweizer2019
Hmbs,Schweizer2019
Cdk4,Schweizer2019
Eif2a,Schweizer2019
Col18a1,Schweizer2019
Fgf2,Schweizer2019
LOC102907986,Schweizer2019
Flt1,Schweizer2019
LOC107402052,Schweizer2019
Gpr182,Schweizer2019
Hyou1,Schweizer2019
Ada,Schweizer2019
Angpt1,Schweizer2019
Gngt1,Schweizer2019
Ctdsp2,Schweizer2019
Pik3ca,Schweizer2019
Gng2,Schweizer2019
Trpc6,Schweizer2019
Fasn,Schweizer2019
Senp3,Schweizer2019
Ifng,Schweizer2019
Aqp4,Schweizer2019
Tradd,Schweizer2019
Os9,Schweizer2019
Slc27a4,Schweizer2019
LOC102927917,Schweizer2019
Scfd1,Schweizer2019
Mmp13,Schweizer2019
Pura,Schweizer2019
Camk2g,Schweizer2019
Csf1,Schweizer2019
Nr3c1,Schweizer2019
Hsd11b2,Schweizer2019
Sim2,Schweizer2019
Plau,Schweizer2019
LOC102913558,Schweizer2019
LOC102929008,Schweizer2019
Thbs4,Schweizer2019
Tnfsf13b,Schweizer2019
G6pc,Schweizer2019
Rrm2b,Schweizer2019
Pfkfb4,Schweizer2019
Icam1,Schweizer2019
Hspa9,Schweizer2019
Apc,Schweizer2019
Pik3c2g,Schweizer2019
Gata6,Schweizer2019
Atg4d,Schweizer2019
Ryr2,Schweizer2019
Adk,Schweizer2019
Mdm4,Schweizer2019
Gnb4,Schweizer2019
LOC102928774,Schweizer2019
Reln,Schweizer2019
Arsb,Schweizer2019
Pik3r1,Schweizer2019
LOC102909385,Schweizer2019
LOC102916982,Schweizer2019
Lama5,Schweizer2019
Dnm2,Schweizer2019
Lama3,Schweizer2019
Slc29a1,Schweizer2019
Soat1,Schweizer2019
Mmp9,Schweizer2019
Slc16a7,Schweizer2019
Chek1,Schweizer2019
Mst1r,Schweizer2019
Cdx2,Schweizer2019
Ets1,Schweizer2019
Drd3,Schweizer2019
Col6a1,Schweizer2019
Sgk2,Schweizer2019
Slc16a1,Schweizer2019
Ube2i,Schweizer2019
Mitf,Schweizer2019
Entpd1,Schweizer2019
Stat3,Schweizer2019
LOC102928219,Schweizer2019
Il18,Schweizer2019
Rictor,Schweizer2019
Rorc,Schweizer2019
Kat2b,Schweizer2019
Col11a1,Schweizer2019
Vldlr,Schweizer2019
Xdh,Schweizer2019
Hif3a,Schweizer2019
Ppp2r5d,Schweizer2019
Cdk6,Schweizer2019
Epor,Schweizer2019
Ucp2,Schweizer2019
Ttr,Schweizer2019
Ryr1,Schweizer2019
Angptl4,Schweizer2019
Cps1,Schweizer2019
Usf2,Schweizer2019
Rock1,Schweizer2019
Srf,Schweizer2019
Ercc3,Schweizer2019
Bak1,Schweizer2019
LOC102923592,Schweizer2019
Ccnd3,Schweizer2019
Nox4,Schweizer2019
Tmprss6,Schweizer2019
Itgam,Schweizer2019
Stk24,Schweizer2019
LOC102918935,Schweizer2019
Ticam2,Schweizer2019
Mdm2,Schweizer2019
Gnb1,Schweizer2019
Pla2g6,Schweizer2019
Col2a1,Schweizer2019
Rasgrp3,Schweizer2019
Hdac1,Schweizer2019
Ror2,Schweizer2019
Hmox1,Schweizer2019
Plod2,Schweizer2019
Met,Schweizer2019
Src,Schweizer2019
Col11a2,Schweizer2019
Tnnt1,Schweizer2019
Mlh1,Schweizer2019
Pdk1,Schweizer2019
Rasgrp2,Schweizer2019
Ikbkb,Schweizer2019
Col1a1,Schweizer2019
Muc5ac,Schweizer2019
Col5a1,Schweizer2019
Pde3a,Schweizer2019
Phlpp1,Schweizer2019
Lpar5,Schweizer2019
Wtip,Schweizer2019
Akap6,Schweizer2019
Ei24,Schweizer2019
Insr,Schweizer2019
Slc38a1,Schweizer2019
Cd36,Schweizer2019
Sfn,Schweizer2019
Pdgfrb,Schweizer2019
Prkcb,Schweizer2019
Hkdc1,Schweizer2019
Lpar2,Schweizer2019
Atf6b,Schweizer2019
Ccnb1,Schweizer2019
Psma7,Schweizer2019
Loxl2,Schweizer2019
Hdac7,Schweizer2019
Nfatc2,Schweizer2019
Jag2,Schweizer2019
Egr1,Schweizer2019
Hdc,Schweizer2019
Itga11,Schweizer2019
Aco1,Schweizer2019
Btc,Schweizer2019
Prkcg,Schweizer2019
LOC102924596,Schweizer2019
Tnfrsf11a,Schweizer2019
Nf1,Schweizer2019
Sirt1,Schweizer2019
Trpa1,Schweizer2019
Tnxb,Schweizer2019
Ube2b,Schweizer2019
Elavl1,Schweizer2019
Plcg2,Schweizer2019
Lct,Schweizer2019
Hk1,Schweizer2019
Sdhd,Schweizer2019
Tgfb1,Schweizer2019
Gab1,Schweizer2019
Ipo4,Schweizer2019
Itgav,Schweizer2019
Vegfc,Schweizer2019
Itga6,Schweizer2019
Ltb,Schweizer2019
Pde5a,Schweizer2019
Col4a2,Schweizer2019
Cops5,Schweizer2019
Tnfaip3,Schweizer2019
Sphk1,Schweizer2019
Pdgfra,Schweizer2019
Fndc1,Schweizer2019
Brca1,Schweizer2019
Cd44,Schweizer2019
Lama2,Schweizer2019
Akt2,Schweizer2019
P4ha2,Schweizer2019
Msh2,Schweizer2019
Rragc,Schweizer2019
Col6a3,Schweizer2019
Ltbr,Schweizer2019
Col3a1,Schweizer2019
Scnn1g,Schweizer2019
LOC102924223,Schweizer2019
Lta,Schweizer2019
Nkx3-1,Schweizer2019
Ulk1,Schweizer2019
Tlr3,Schweizer2019
Psen2,Schweizer2019
Arrb1,Schweizer2019
Narfl,Schweizer2019
Usp20,Schweizer2019
Eno3,Schweizer2019
Camkk2,Schweizer2019
Itga2b,Schweizer2019
Kdm4b,Schweizer2019
Prlr,Schweizer2019
Fgf14,Schweizer2019
Pxn,Schweizer2019
Tlr4,Schweizer2019
Pou5f1,Schweizer2019
Slc4a1,Schweizer2019
Fgf1,Schweizer2019
Fzd4,Schweizer2019
Sdc2,Schweizer2019
Lgals1,Schweizer2019
Thbs3,Schweizer2019
Hmox2,Schweizer2019
Cat,Schweizer2019
Ptk2b,Schweizer2019
LOC102915382,Schweizer2019
Becn1,Schweizer2019
Hif1an,Schweizer2019
P4ha3,Schweizer2019
Cdc42,Schweizer2019
Smad3,Schweizer2019
Trpv1,Schweizer2019
Dffa,Schweizer2019
Itga3,Schweizer2019
Fgf18,Schweizer2019
Aldh3a1,Schweizer2019
Mt3,Schweizer2019
Prok1,Schweizer2019
Fn1,Schweizer2019
Itpr1,Schweizer2019
E2f4,Schweizer2019
Dlk1,Schweizer2019
Flt4,Schweizer2019
Atm,Schweizer2019
Chek2,Schweizer2019
Tnfrsf13c,Schweizer2019
Nos1,Schweizer2019
Mat2a,Schweizer2019
Ppp2r5e,Schweizer2019
LOC102916394,Schweizer2019
Ddc,Schweizer2019
Ehmt2,Schweizer2019
Atr,Schweizer2019
Nol3,Schweizer2019
Asl,Schweizer2019
Igfbp3,Schweizer2019
Pik3c2b,Schweizer2019
Srebf1,Schweizer2019
Mb,Schweizer2019
Eif2s1,Schweizer2019
Cdc37,Schweizer2019
Parp1,Schweizer2019
Tek,Schweizer2019
Ros1,Schweizer2019
Pak1,Schweizer2019
Fbln5,Schweizer2019
Serpine1,Schweizer2019
Hdac2,Schweizer2019
Ubxn7,Schweizer2019
Hspa4,Schweizer2019
Pdgfb,Schweizer2019
Dnaja3,Schweizer2019
Axl,Schweizer2019
Afp,Schweizer2019
Capn1,Schweizer2019
HIF1A,Halllist1
EPAS1,Halllist1
HIF3A,Halllist1
ARNT,Halllist1
EGLN2,Halllist1
EGLN1,Halllist1
EGLN3,Halllist1
VHL,Halllist1
EPO,Halllist1
VEGF,Halllist1
ALDOA,Halllist1
ENO1,Halllist1
LDHA,Halllist1
REST,Halllist1
PPARA,Halllist1
HBB,Halllist1
HBG2,Halllist1
HFE,Halllist1
PKLR,Halllist1
CYP17A1,Halllist1
HMOX2,Halllist1
HLa-DQB1,Halllist1
HLA-DPB1,Halllist1
ANKH,Halllist1
ZNF532,Halllist1
COL4A4,Halllist1
EDNRA,Halllist1
PRKAA1,Halllist1
VEGFB,Halllist1
ELTD1,Halllist1
BRINP3,Halllist1
NOS2,Halllist1
TBX5,Halllist1
SENP1,Halllist1
ANP32D,Halllist1
FAM213A,Halllist1
SFTPD,Halllist1
GPR126,Halllist1
THRB,Halllist1
EDNRB,Halllist1
BHLHE41,Halllist1
VAV3,Halllist1
RORA,Halllist1
CIC,Halllist1
LIPE,Halllist1
PAFAH1B3,Halllist1
SIRT7,Halllist1
RYR2,Halllist1
ANGPT1,Halllist1
ANGPTL4,Halllist1
ADAM17,Halllist1
ARG2,Halllist1
FIGF,Halllist1
PGF,Halllist1
TMPRSS6,Halllist1
ADORA2A,Halllist1
CCL2,Halllist1
ENG,Halllist1
PIK3C2A,Halllist1
ATP12A,Halllist1
NOS3,Halllist1
ANGPTL3,Halllist1
PRCP,Halllist1
SEC24B,Halllist1
EPHA1,Halllist1
MCAM,Halllist1
KAT6A,Halllist1
MYH9,Halllist1
CYSLTR2,Halllist1
MYLK,Halllist1
SPINT1,Halllist1
PPAP2B,Halllist1
STRA6,Halllist1
SLC29A1,Halllist1
MYO5B,Halllist1
AJUBA,Halllist1
TGFBR3,Halllist1
VASN,Halllist1
ACAA2,Halllist1
PINK1,Halllist1
SIRT1,Halllist1
SIRT2,Halllist1
SOD2,Halllist1
NARFL,Halllist1
COX1,Halllist1
ADAM9,Halllist1
ADAMTS9,Halllist1
UBE2D1,Halllist1
SRF,Halllist1
TXNRD2,Halllist1
WNT7B,Halllist1
ABAT,halllist2
ACACB,halllist2
ADAM17,halllist2
ANP32D,halllist2
ARG2,halllist2
ARNT2,halllist2
BHLHE41,halllist2
CBARA1,halllist2
CCL2,halllist2
CIC,halllist2
CYP17A1,halllist2
CYP2E1,halllist2
EDNRA,halllist2
EDNRB,halllist2
EGLN1,halllist2
EPAS1,halllist2
HBB,halllist2
HFE,halllist2
HIF1A,halllist2
HMBS,halllist2
HMOX2,halllist2
HYOU1,halllist2
LEP,halllist2
LIPE,halllist2
MMP2,halllist2
MTOR,halllist2
NMRAL1,halllist2
NOS1,halllist2
PAFAH1B3,halllist2
PAPSS2,halllist2
PKLR,halllist2
PPARA,halllist2
PPARG,halllist2
PRKAA1,halllist2
RYR2,halllist2
SENP1,halllist2
SOD2,halllist2
TGFB1,halllist2
THRB,halllist2
VAV3,halllist2
AKT2,yulist2
TPTE,yulist2
TPTE2,yulist2
RORC,yulist2
PIK3C2A,yulist2
TXNL1,yulist2
PIK3R1,yulist2
PIK3CG,yulist2
PIK3R2,yulist2
PIK3CA,yulist2
AKT3,yulist2
PIK3C2G,yulist2
PIK3C2B,yulist2
PIK3R3,yulist2
NGLY1,yulist2
PIK3CB,yulist2
PIK3C3,yulist2
PIK3CD,yulist2
TXN,yulist2
NPPA,yulist2
MYC,yulist2
LOXL2,yulist2
HYOU1,yulist2
BMP7,yulist2
ERCC2,yulist2
PSMA5,yulist2
ADIPOQ,yulist2
PSMB4,yulist2
NF1,yulist2
PCK1,yulist2
SLC8A3,yulist2
BACH1,yulist2
KCNMA1,yulist2
PSMA7,yulist2
SCAP,yulist2
UCN3,yulist2
KCND2,yulist2
EIF4EBP1,yulist2
DDAH1,yulist2
PLEKHN1,yulist2
CD38,yulist2
ABAT,yulist2
ANGPTL4,yulist2
CPEB2,yulist2
PPARGC1A,yulist2
UBC,yulist2
ZFP36L1,yulist2
CHRNA7,yulist2
HSF1,yulist2
PSMB11,yulist2
LONP1,yulist2
GATA6,yulist2
FUNDC1,yulist2
RYR1,yulist2
ACVRL1,yulist2
NOX4,yulist2
PSMC5,yulist2
PSMC1,yulist2
ANG,yulist2
MT-ND5,yulist2
MT-ND4,yulist2
KCNK2,yulist2
PTK2B,yulist2
ATP1B1,yulist2
ANGPT2,yulist2
BNIP3,yulist2
S100B,yulist2
CYBA,yulist2
B3GAT1,yulist2
PRKCE,yulist2
F7,yulist2
SCN2A,yulist2
MDM2,yulist2
HSP90B1,yulist2
PLOD1,yulist2
PSMA6,yulist2
TEK,yulist2
RAMP2,yulist2
EP300,yulist2
VHL,yulist2
PSMF1,yulist2
PSMB10,yulist2
CIAO3,yulist2
RPS27A,yulist2
BAD,yulist2
AKT1,yulist2
CCNB1,yulist2
CLCA1,yulist2
PENK,yulist2
NR4A2,yulist2
HSD11B2,yulist2
SRF,yulist2
PSMA8,yulist2
EPO,yulist2
USP19,yulist2
SFRP1,yulist2
PSMC4,yulist2
AGTRAP,yulist2
EPAS1,yulist2
SLC29A1,yulist2
SCFD1,yulist2
SIRT4,yulist2
TXN2,yulist2
CITED2,yulist2
PSMD14,yulist2
PLOD2,yulist2
DNM1L,yulist2
POSTN,yulist2
ETS1,yulist2
PSMD6,yulist2
UBB,yulist2
PDLIM1,yulist2
RHOA,yulist2
CPEB1,yulist2
CUL2,yulist2
NOTCH1,yulist2
SLC2A4,yulist2
CDKN1B,yulist2
MYOCD,yulist2
PHB2,yulist2
NDRG1,yulist2
TP53,yulist2
TM9SF4,yulist2
CD34,yulist2
CASR,yulist2
LEP,yulist2
OPRD1,yulist2
PMAIP1,yulist2
AQP3,yulist2
EDNRA,yulist2
CFLAR,yulist2
RORA,yulist2
UCP2,yulist2
CXCR4,yulist2
PTGS2,yulist2
TERT,yulist2
APAF1,yulist2
ADM,yulist2
CD24,yulist2
PTEN,yulist2
NPEPPS,yulist2
CYBB,yulist2
CREB1,yulist2
RYR2,yulist2
PSMD1,yulist2
PSMD7,yulist2
PSMB7,yulist2
SIRT2,yulist2
IRAK1,yulist2
MMP2,yulist2
MECP2,yulist2
SOD3,yulist2
ASCL2,yulist2
SLC6A4,yulist2
CYGB,yulist2
SLC2A1,yulist2
HILPDA,yulist2
TWIST1,yulist2
NKX3-1,yulist2
PSMD8,yulist2
PSMB5,yulist2
PSMB6,yulist2
PSMB9,yulist2
PSMB8,yulist2
PPARD,yulist2
ARNT2,yulist2
NPPC,yulist2
XRCC1,yulist2
AHCY,yulist2
PSMD11,yulist2
BRIP1,yulist2
ADAM15,yulist2
NOP53,yulist2
PSME3,yulist2
TGFBR3,yulist2
CAV1,yulist2
ATM,yulist2
EGLN1,yulist2
HIF1AN,yulist2
PAK1,yulist2
HP1BP3,yulist2
PRKAA1,yulist2
REST,yulist2
UCP3,yulist2
AQP1,yulist2
LMNA,yulist2
CRYAB,yulist2
SDIM1,yulist2
ERCC3,yulist2
MDM4,yulist2
SRC,yulist2
SLC9A1,yulist2
HMOX1,yulist2
SLC2A8,yulist2
RAF1,yulist2
CAT,yulist2
MMP14,yulist2
PKM,yulist2
PIN1,yulist2
ADAM8,yulist2
PINK1,yulist2
CYP1A1,yulist2
KCNK3,yulist2
NOS2,yulist2
PPARA,yulist2
WTIP,yulist2
DRD2,yulist2
MPL,yulist2
ADAM17,yulist2
TRPC6,yulist2
P2RX2,yulist2
ADORA1,yulist2
HMOX2,yulist2
ITPR2,yulist2
SMAD3,yulist2
EDN1,yulist2
CARD16,yulist2
CCNA2,yulist2
HIPK2,yulist2
PSMC6,yulist2
FMN2,yulist2
RBX1,yulist2
NFE2L2,yulist2
MTOR,yulist2
VASN,yulist2
PSME4,yulist2
PSMD10,yulist2
BCL2,yulist2
SIRT1,yulist2
PLAT,yulist2
RWDD3,yulist2
CBFA2T3,yulist2
MYB,yulist2
AK4,yulist2
ARNT,yulist2
CASP3,yulist2
LDHA,yulist2
UBA52,yulist2
DNMT3A,yulist2
CHCHD2,yulist2
LIMD1,yulist2
DDIT4,yulist2
MT-CYB,yulist2
PSMB1,yulist2
ATP7A,yulist2
TBL2,yulist2
ALDH3A1,yulist2
HIF3A,yulist2
PKLR,yulist2
REG1A,yulist2
ITPR1,yulist2
TRH,yulist2
ERO1A,yulist2
VEGFA,yulist2
PSMA4,yulist2
PSMA3,yulist2
PSMA2,yulist2
PSMA1,yulist2
MT3,yulist2
BECN1,yulist2
PSMC2,yulist2
TLR2,yulist2
URS0000A77400_9606,yulist2
URS0000338542_9606,yulist2
URS00002C11C3_9606,yulist2
URS000039ED8D_9606,yulist2
URS000050B527_9606,yulist2
URS000020BE6A_9606,yulist2
URS00004449AE_9606,yulist2
URS000055128B_9606,yulist2
URS00001F1DA8_9606,yulist2
URS00004A7003_9606,yulist2
URS000030BD69_9606,yulist2
URS00004416C5_9606,yulist2
URS000026261D_9606,yulist2
URS00002075FA_9606,yulist2
CHRNA4,yulist2
TMBIM6,yulist2
PSMD4,yulist2
NDNF,yulist2
GNGT1,yulist2
LTA,yulist2
ELOB,yulist2
ELOC,yulist2
ANKRD1,yulist2
STC2,yulist2
CREBBP,yulist2
EGR1,yulist2
ENO1,yulist2
PTN,yulist2
