gene_symbol,cms_score,study,occurance
SLC8A1,6.07837,Arciero2018,9
SLC8A1,6.07837,yulist1,9
SLC8A1,6.07837,yulist2,9
RORA,12.547,Simonson2010apriorilist,8
RORA,12.547,Alkorta.Aranburu2012,8
RORA,12.547,Sheinfeldt2012,8
RORA,12.547,yulist1,8
RORA,12.547,Witt2019,8
RORA,12.547,Halllist1,8
RORA,12.547,yulist2,8
RORA,12.547,Ortiz.Barahona2010HRElocations,8
RYR2,11.4135,Simonson2010apriorilist,8
RYR2,11.4135,Alkorta.Aranburu2012,8
RYR2,11.4135,Sheinfeldt2012,8
RYR2,11.4135,Huerta.sanchez2013hypoxgeneset,8
RYR2,11.4135,yulist1,8
RYR2,11.4135,Halllist1,8
RYR2,11.4135,halllist2,8
RYR2,11.4135,yulist2,8
EP300,14.8408,Simonson2010apriorilist,7
EP300,14.8408,Peng2010,7
EP300,14.8408,Eichstaedt2014apriorilist,7
EP300,14.8408,Eichstaedt2015apriori,7
EP300,14.8408,Huerta.sanchez2013hypoxgeneset,7
EP300,14.8408,yulist1,7
EP300,14.8408,yulist2,7
CA9,9.49044,Simonson2010apriorilist,7
CA9,9.49044,Eichstaedt2014apriorilist,7
CA9,9.49044,Eichstaedt2015apriori,7
CA9,9.49044,Huerta.sanchez2013hypoxgeneset,7
CA9,9.49044,yulist1,7
CA9,9.49044,yulist2,7
CA9,9.49044,Ortiz.Barahona2010HRElocations,7
VHL,9.17274,Simonson2010apriorilist,7
VHL,9.17274,Bigham2010,7
VHL,9.17274,Eichstaedt2014apriorilist,7
VHL,9.17274,Huerta.sanchez2013hypoxgeneset,7
VHL,9.17274,yulist1,7
VHL,9.17274,Halllist1,7
VHL,9.17274,yulist2,7
PRKCE,8.7154,Simonson2010,7
PRKCE,8.7154,Peng2010,7
PRKCE,8.7154,Eichstaedt2014apriorilist,7
PRKCE,8.7154,Eichstaedt2015apriori,7
PRKCE,8.7154,Arciero2018,7
PRKCE,8.7154,yulist1,7
PRKCE,8.7154,yulist2,7
SOD2,7.60609,Simonson2010apriorilist,7
SOD2,7.60609,Eichstaedt2014apriorilist,7
SOD2,7.60609,Eichstaedt2015apriori,7
SOD2,7.60609,Sheinfeldt2012,7
SOD2,7.60609,Huerta.sanchez2013hypoxgeneset,7
SOD2,7.60609,Halllist1,7
SOD2,7.60609,halllist2,7
VEGFC,7.16969,Bigham2010,7
VEGFC,7.16969,Eichstaedt2014apriorilist,7
VEGFC,7.16969,Eichstaedt2015apriori,7
VEGFC,7.16969,Artigas2015,7
VEGFC,7.16969,yulist1,7
VEGFC,7.16969,Bigham2014canidatelist,7
VEGFC,7.16969,yulist2,7
THRB,16.9326,Sheinfeldt2012,6
THRB,16.9326,Witt2019,6
THRB,16.9326,Halllist1,6
THRB,16.9326,halllist2,6
THRB,16.9326,Moore2017,6
THRB,16.9326,Ortiz.Barahona2010HRElocations,6
PRKG1,15.1229,Eichstaedt2014apriorilist,6
PRKG1,15.1229,Eichstaedt2014,6
PRKG1,15.1229,Eichstaedt2015,6
PRKG1,15.1229,Eichstaedt2015apriori,6
PRKG1,15.1229,Sheinfeldt2012,6
PRKG1,15.1229,Arciero2018,6
NRP1,14.9615,Bigham2009,6
NRP1,14.9615,Bigham2010,6
NRP1,14.9615,Eichstaedt2014apriorilist,6
NRP1,14.9615,Eichstaedt2015apriori,6
NRP1,14.9615,yulist1,6
NRP1,14.9615,Bigham2014canidatelist,6
RBX1,14.3396,Bigham2010,6
RBX1,14.3396,Eichstaedt2014apriorilist,6
RBX1,14.3396,Eichstaedt2015apriori,6
RBX1,14.3396,yulist1,6
RBX1,14.3396,Bigham2014canidatelist,6
RBX1,14.3396,yulist2,6
NDRG1,13.6518,Eichstaedt2014apriorilist,6
NDRG1,13.6518,Eichstaedt2015apriori,6
NDRG1,13.6518,Sheinfeldt2012,6
NDRG1,13.6518,yulist1,6
NDRG1,13.6518,yulist2,6
NDRG1,13.6518,Ortiz.Barahona2010HRElocations,6
STC2,12.8778,Eichstaedt2014apriorilist,6
STC2,12.8778,Eichstaedt2014,6
STC2,12.8778,Eichstaedt2015apriori,6
STC2,12.8778,yulist1,6
STC2,12.8778,yulist2,6
STC2,12.8778,Ortiz.Barahona2010HRElocations,6
ICAM1,11.9508,Simonson2010apriorilist,6
ICAM1,11.9508,Eichstaedt2014apriorilist,6
ICAM1,11.9508,Eichstaedt2015apriori,6
ICAM1,11.9508,yulist1,6
ICAM1,11.9508,Witt2019,6
ICAM1,11.9508,yulist2,6
NOS3,11.935,Simonson2010apriorilist,6
NOS3,11.935,Bigham2010,6
NOS3,11.935,Eichstaedt2014apriorilist,6
NOS3,11.935,Eichstaedt2015apriori,6
NOS3,11.935,Huerta.sanchez2013hypoxgeneset,6
NOS3,11.935,Halllist1,6
ADRA1B,9.85285,Bigham2009,6
ADRA1B,9.85285,Bigham2010,6
ADRA1B,9.85285,Sheinfeldt2012,6
ADRA1B,9.85285,yulist1,6
ADRA1B,9.85285,Yang2017,6
ADRA1B,9.85285,Bigham2014canidatelist,6
PYGM,8.1146,Eichstaedt2017,6
PYGM,8.1146,Simonson2010apriorilist,6
PYGM,8.1146,Eichstaedt2014,6
PYGM,8.1146,Huerta.sanchez2013hypoxgeneset,6
PYGM,8.1146,yulist1,6
PYGM,8.1146,Witt2019,6
BAD,7.64663,Eichstaedt2017,6
BAD,7.64663,Eichstaedt2014apriorilist,6
BAD,7.64663,Eichstaedt2014,6
BAD,7.64663,Eichstaedt2015apriori,6
BAD,7.64663,yulist1,6
BAD,7.64663,yulist2,6
UCN3,7.38608,Simonson2010apriorilist,6
UCN3,7.38608,Eichstaedt2014apriorilist,6
UCN3,7.38608,Eichstaedt2015apriori,6
UCN3,7.38608,Huerta.sanchez2013hypoxgeneset,6
UCN3,7.38608,yulist1,6
UCN3,7.38608,yulist2,6
FLT1,7.22994,Simonson2010apriorilist,6
FLT1,7.22994,Bigham2010,6
FLT1,7.22994,Eichstaedt2014apriorilist,6
FLT1,7.22994,Eichstaedt2015apriori,6
FLT1,7.22994,Huerta.sanchez2013hypoxgeneset,6
FLT1,7.22994,Bigham2014canidatelist,6
MT3,6.91485,Simonson2010apriorilist,6
MT3,6.91485,Eichstaedt2014apriorilist,6
MT3,6.91485,Eichstaedt2015apriori,6
MT3,6.91485,Huerta.sanchez2013hypoxgeneset,6
MT3,6.91485,yulist1,6
MT3,6.91485,yulist2,6
FOXO1,6.8821,Eichstaedt2014apriorilist,6
FOXO1,6.8821,Eichstaedt2014,6
FOXO1,6.8821,Eichstaedt2015apriori,6
FOXO1,6.8821,Alkorta.Aranburu2012,6
FOXO1,6.8821,Sheinfeldt2012,6
FOXO1,6.8821,Moore2017,6
CREBBP,6.60797,Simonson2010apriorilist,6
CREBBP,6.60797,Eichstaedt2014apriorilist,6
CREBBP,6.60797,Eichstaedt2015apriori,6
CREBBP,6.60797,Huerta.sanchez2013hypoxgeneset,6
CREBBP,6.60797,yulist1,6
CREBBP,6.60797,yulist2,6
PRKAA2,6.33139,Bigham2009,6
PRKAA2,6.33139,Bigham2010,6
PRKAA2,6.33139,Eichstaedt2014,6
PRKAA2,6.33139,Crawford2017,6
PRKAA2,6.33139,yulist1,6
PRKAA2,6.33139,Bigham2014canidatelist,6
NRP2,6.07837,Bigham2009,6
NRP2,6.07837,Bigham2010,6
NRP2,6.07837,Eichstaedt2014apriorilist,6
NRP2,6.07837,Eichstaedt2015apriori,6
NRP2,6.07837,yulist1,6
NRP2,6.07837,Bigham2014canidatelist,6
HSP90B1,20.7427,Simonson2010apriorilist,5
HSP90B1,20.7427,Sheinfeldt2012,5
HSP90B1,20.7427,Huerta.sanchez2013hypoxgeneset,5
HSP90B1,20.7427,yulist1,5
HSP90B1,20.7427,yulist2,5
MUC3A,19.9416,Eichstaedt2017,5
MUC3A,19.9416,Eichstaedt2014,5
MUC3A,19.9416,Eichstaedt2015,5
MUC3A,19.9416,Sheinfeldt2012,5
MUC3A,19.9416,Hu2017,5
AJUBA,16.8293,Eichstaedt2014apriorilist,5
AJUBA,16.8293,Eichstaedt2015apriori,5
AJUBA,16.8293,yulist1,5
AJUBA,16.8293,Halllist1,5
AJUBA,16.8293,yulist2,5
CBS,16.3117,Eichstaedt2014apriorilist,5
CBS,16.3117,Eichstaedt2014,5
CBS,16.3117,Eichstaedt2015,5
CBS,16.3117,Eichstaedt2015apriori,5
CBS,16.3117,Moore2017,5
TBX5,16.0403,Eichstaedt2014,5
TBX5,16.0403,Crawford2017,5
TBX5,16.0403,yulist1,5
TBX5,16.0403,Halllist1,5
TBX5,16.0403,Moore2017,5
FAM162A,12.7408,Eichstaedt2014apriorilist,5
FAM162A,12.7408,Eichstaedt2015apriori,5
FAM162A,12.7408,Sheinfeldt2012,5
FAM162A,12.7408,yulist1,5
FAM162A,12.7408,yulist2,5
HYOU1,12.7274,Simonson2010apriorilist,5
HYOU1,12.7274,Huerta.sanchez2013hypoxgeneset,5
HYOU1,12.7274,yulist1,5
HYOU1,12.7274,halllist2,5
HYOU1,12.7274,yulist2,5
ABAT,11.3317,Simonson2010apriorilist,5
ABAT,11.3317,Huerta.sanchez2013hypoxgeneset,5
ABAT,11.3317,yulist1,5
ABAT,11.3317,halllist2,5
ABAT,11.3317,yulist2,5
CASR,9.9476,Eichstaedt2017,5
CASR,9.9476,Bigham2010,5
CASR,9.9476,yulist1,5
CASR,9.9476,Yang2017,5
CASR,9.9476,yulist2,5
TH,9.82378,Simonson2010apriorilist,5
TH,9.82378,Bigham2010,5
TH,9.82378,Huerta.sanchez2013hypoxgeneset,5
TH,9.82378,yulist1,5
TH,9.82378,yulist2,5
DLG2,9.71439,Eichstaedt2017,5
DLG2,9.71439,Zhou2013,5
DLG2,9.71439,Sheinfeldt2012,5
DLG2,9.71439,Udpa204,5
DLG2,9.71439,Ortiz.Barahona2010HRElocations,5
ADAM8,9.42479,Eichstaedt2014apriorilist,5
ADAM8,9.42479,Eichstaedt2015apriori,5
ADAM8,9.42479,yulist1,5
ADAM8,9.42479,Gou2014,5
ADAM8,9.42479,yulist2,5
STC1,9.04832,Eichstaedt2014apriorilist,5
STC1,9.04832,Eichstaedt2015apriori,5
STC1,9.04832,yulist1,5
STC1,9.04832,yulist2,5
STC1,9.04832,Ortiz.Barahona2010HRElocations,5
SIRT1,8.73658,Eichstaedt2014apriorilist,5
SIRT1,8.73658,Eichstaedt2015apriori,5
SIRT1,8.73658,yulist1,5
SIRT1,8.73658,Halllist1,5
SIRT1,8.73658,yulist2,5
AQP1,8.44931,Eichstaedt2014apriorilist,5
AQP1,8.44931,Eichstaedt2015apriori,5
AQP1,8.44931,Huerta.sanchez2013hypoxgeneset,5
AQP1,8.44931,yulist1,5
AQP1,8.44931,yulist2,5
CDH13,8.42374,Simonson2010,5
CDH13,8.42374,Sheinfeldt2012,5
CDH13,8.42374,Arciero2018,5
CDH13,8.42374,Moore2017,5
CDH13,8.42374,Ortiz.Barahona2010HRElocations,5
APOLD1,7.78557,Simonson2010apriorilist,5
APOLD1,7.78557,Huerta.sanchez2013hypoxgeneset,5
APOLD1,7.78557,yulist1,5
APOLD1,7.78557,yulist2,5
APOLD1,7.78557,Ortiz.Barahona2010HRElocations,5
UBB,7.73372,Eichstaedt2014apriorilist,5
UBB,7.73372,Eichstaedt2015apriori,5
UBB,7.73372,Sheinfeldt2012,5
UBB,7.73372,yulist1,5
UBB,7.73372,yulist2,5
BMP2,7.70445,Sheinfeldt2012,5
BMP2,7.70445,Huerta.sanchez2013hypoxgeneset,5
BMP2,7.70445,yulist1,5
BMP2,7.70445,yulist2,5
BMP2,7.70445,Ortiz.Barahona2010HRElocations,5
CHRNA4,7.53263,Simonson2010apriorilist,5
CHRNA4,7.53263,Huerta.sanchez2013hypoxgeneset,5
CHRNA4,7.53263,yulist1,5
CHRNA4,7.53263,Gou2014,5
CHRNA4,7.53263,yulist2,5
ATP1B1,6.77386,Simonson2010apriorilist,5
ATP1B1,6.77386,Bigham2010,5
ATP1B1,6.77386,Huerta.sanchez2013hypoxgeneset,5
ATP1B1,6.77386,yulist1,5
ATP1B1,6.77386,yulist2,5
VAV3,6.41149,Sheinfeldt2012,5
VAV3,6.41149,Witt2019,5
VAV3,6.41149,Halllist1,5
VAV3,6.41149,halllist2,5
VAV3,6.41149,Moore2017,5
SGK3,6.272,Zhou2013,5
SGK3,6.272,Simonson2010,5
SGK3,6.272,Sheinfeldt2012,5
SGK3,6.272,Witt2019,5
SGK3,6.272,Gou2014,5
ENO1,6.17614,Sheinfeldt2012,5
ENO1,6.17614,yulist1,5
ENO1,6.17614,Halllist1,5
ENO1,6.17614,yulist2,5
ENO1,6.17614,Ortiz.Barahona2010HRElocations,5
E2F1,6.11612,Eichstaedt2014apriorilist,5
E2F1,6.11612,Eichstaedt2015apriori,5
E2F1,6.11612,Huerta.sanchez2013hypoxgeneset,5
E2F1,6.11612,yulist1,5
E2F1,6.11612,yulist2,5
AKT1,6.03954,Simonson2010apriorilist,5
AKT1,6.03954,Eichstaedt2014apriorilist,5
AKT1,6.03954,Eichstaedt2015apriori,5
AKT1,6.03954,yulist1,5
AKT1,6.03954,yulist2,5
PDK1,6.03469,Eichstaedt2014apriorilist,5
PDK1,6.03469,Eichstaedt2015apriori,5
PDK1,6.03469,yulist1,5
PDK1,6.03469,yulist2,5
PDK1,6.03469,Ortiz.Barahona2010HRElocations,5
SERPINE1,19.9416,Eichstaedt2017,4
SERPINE1,19.9416,Eichstaedt2014,4
SERPINE1,19.9416,Eichstaedt2015,4
SERPINE1,19.9416,Ortiz.Barahona2010HRElocations,4
PSME2,12.9413,Yi2010,4
PSME2,12.9413,Eichstaedt2014,4
PSME2,12.9413,yulist1,4
PSME2,12.9413,yulist2,4
CSMD1,12.2465,Simonson2010,4
CSMD1,12.2465,Alkorta.Aranburu2012,4
CSMD1,12.2465,Sheinfeldt2012,4
CSMD1,12.2465,Arciero2018,4
ASTN2,11.9844,Simonson2010,4
ASTN2,11.9844,Sheinfeldt2012,4
ASTN2,11.9844,Artigas2015,4
ASTN2,11.9844,Arciero2018,4
LMNA,11.9214,Eichstaedt2014apriorilist,4
LMNA,11.9214,Eichstaedt2015apriori,4
LMNA,11.9214,yulist1,4
LMNA,11.9214,yulist2,4
TXN2,11.8951,Simonson2010apriorilist,4
TXN2,11.8951,Huerta.sanchez2013hypoxgeneset,4
TXN2,11.8951,yulist1,4
TXN2,11.8951,yulist2,4
DYSF,11.4888,Simonson2010,4
DYSF,11.4888,Peng2010,4
DYSF,11.4888,Sheinfeldt2012,4
DYSF,11.4888,Ortiz.Barahona2010HRElocations,4
RPH3A,11.125,Bigham2010,4
RPH3A,11.125,Sheinfeldt2012,4
RPH3A,11.125,Udpa204,4
RPH3A,11.125,Clemente2014,4
UBC,10.8967,Eichstaedt2014apriorilist,4
UBC,10.8967,Eichstaedt2015apriori,4
UBC,10.8967,yulist1,4
UBC,10.8967,yulist2,4
CNTNAP2,10.8489,Zhou2013,4
CNTNAP2,10.8489,Alkorta.Aranburu2012,4
CNTNAP2,10.8489,Sheinfeldt2012,4
CNTNAP2,10.8489,Arciero2018,4
VCAM1,10.692,Eichstaedt2014,4
VCAM1,10.692,Huerta.sanchez2013hypoxgeneset,4
VCAM1,10.692,yulist1,4
VCAM1,10.692,yulist2,4
ACVRL1,10.5366,Yi2010,4
ACVRL1,10.5366,yulist1,4
ACVRL1,10.5366,yulist2,4
ACVRL1,10.5366,Ortiz.Barahona2010HRElocations,4
YTHDC1,10.3888,Eichstaedt2017,4
YTHDC1,10.3888,Eichstaedt2014,4
YTHDC1,10.3888,Bigham2014diffexprgenes,4
YTHDC1,10.3888,Clemente2014,4
ETS1,10.2996,Eichstaedt2014apriorilist,4
ETS1,10.2996,Eichstaedt2015apriori,4
ETS1,10.2996,yulist1,4
ETS1,10.2996,yulist2,4
DPP4,10.2603,Simonson2010apriorilist,4
DPP4,10.2603,Huerta.sanchez2013hypoxgeneset,4
DPP4,10.2603,yulist1,4
DPP4,10.2603,yulist2,4
TGFB1,10.1878,Simonson2010apriorilist,4
TGFB1,10.1878,Bigham2010,4
TGFB1,10.1878,Huerta.sanchez2013hypoxgeneset,4
TGFB1,10.1878,halllist2,4
PDE4D,9.97257,Simonson2010,4
PDE4D,9.97257,Sheinfeldt2012,4
PDE4D,9.97257,Arciero2018,4
PDE4D,9.97257,Clemente2014,4
PARD3B,9.89932,Zhou2013,4
PARD3B,9.89932,Simonson2010,4
PARD3B,9.89932,Bigham2010,4
PARD3B,9.89932,Arciero2018,4
ASCL2,9.82378,Simonson2010apriorilist,4
ASCL2,9.82378,Huerta.sanchez2013hypoxgeneset,4
ASCL2,9.82378,yulist1,4
ASCL2,9.82378,yulist2,4
OAS1,9.63009,Peng2010,4
OAS1,9.63009,Bigham2010,4
OAS1,9.63009,Sheinfeldt2012,4
OAS1,9.63009,Udpa204,4
BIRC2,9.33744,Simonson2010apriorilist,4
BIRC2,9.33744,Huerta.sanchez2013hypoxgeneset,4
BIRC2,9.33744,yulist1,4
BIRC2,9.33744,yulist2,4
HIPK2,8.57879,Eichstaedt2014apriorilist,4
HIPK2,8.57879,Eichstaedt2015apriori,4
HIPK2,8.57879,yulist1,4
HIPK2,8.57879,yulist2,4
ERCC3,8.50906,Simonson2010apriorilist,4
ERCC3,8.50906,Huerta.sanchez2013hypoxgeneset,4
ERCC3,8.50906,yulist1,4
ERCC3,8.50906,yulist2,4
DUOX2,8.50152,Zhou2013,4
DUOX2,8.50152,Eichstaedt2014apriorilist,4
DUOX2,8.50152,Eichstaedt2015apriori,4
DUOX2,8.50152,yulist1,4
SLC2A8,8.32747,Simonson2010apriorilist,4
SLC2A8,8.32747,Huerta.sanchez2013hypoxgeneset,4
SLC2A8,8.32747,yulist1,4
SLC2A8,8.32747,yulist2,4
PDGFB,8.14452,Simonson2010apriorilist,4
PDGFB,8.14452,Sheinfeldt2012,4
PDGFB,8.14452,Huerta.sanchez2013hypoxgeneset,4
PDGFB,8.14452,Ortiz.Barahona2010HRElocations,4
DRD2,8.01148,Sheinfeldt2012,4
DRD2,8.01148,Arciero2018,4
DRD2,8.01148,yulist1,4
DRD2,8.01148,yulist2,4
ITPR2,7.89655,Simonson2010apriorilist,4
ITPR2,7.89655,Huerta.sanchez2013hypoxgeneset,4
ITPR2,7.89655,yulist1,4
ITPR2,7.89655,yulist2,4
KCNA5,7.85991,Simonson2010apriorilist,4
KCNA5,7.85991,Huerta.sanchez2013hypoxgeneset,4
KCNA5,7.85991,yulist1,4
KCNA5,7.85991,yulist2,4
CASP1,7.79295,Simonson2010apriorilist,4
CASP1,7.79295,Huerta.sanchez2013,4
CASP1,7.79295,Huerta.sanchez2013hypoxgeneset,4
CASP1,7.79295,Witt2019,4
PRDX5,7.64663,Eichstaedt2017,4
PRDX5,7.64663,Eichstaedt2014apriorilist,4
PRDX5,7.64663,Eichstaedt2014,4
PRDX5,7.64663,Eichstaedt2015apriori,4
HGF,7.62789,Eichstaedt2014apriorilist,4
HGF,7.62789,Eichstaedt2015apriori,4
HGF,7.62789,Alkorta.Aranburu2012,4
HGF,7.62789,Witt2019,4
TLR2,7.51061,Sheinfeldt2012,4
TLR2,7.51061,Huerta.sanchez2013hypoxgeneset,4
TLR2,7.51061,yulist1,4
TLR2,7.51061,yulist2,4
CD34,7.50369,Eichstaedt2014apriorilist,4
CD34,7.50369,Eichstaedt2015apriori,4
CD34,7.50369,yulist1,4
CD34,7.50369,yulist2,4
RORC,7.27898,Simonson2010apriorilist,4
RORC,7.27898,yulist1,4
RORC,7.27898,yulist2,4
RORC,7.27898,Ortiz.Barahona2010HRElocations,4
FABP1,7.26067,Eichstaedt2014apriorilist,4
FABP1,7.26067,Eichstaedt2015apriori,4
FABP1,7.26067,yulist1,4
FABP1,7.26067,yulist2,4
SDK1,7.23758,Simonson2010,4
SDK1,7.23758,Bigham2010,4
SDK1,7.23758,Alkorta.Aranburu2012,4
SDK1,7.23758,Arciero2018,4
SNAI3,6.93983,Bigham2009,4
SNAI3,6.93983,Bigham2010,4
SNAI3,6.93983,yulist1,4
SNAI3,6.93983,Bigham2014canidatelist,4
DDAH1,6.81989,Zhou2013,4
DDAH1,6.81989,Simonson2010apriorilist,4
DDAH1,6.81989,yulist1,4
DDAH1,6.81989,yulist2,4
STUB1,6.6323,Sheinfeldt2012,4
STUB1,6.6323,yulist1,4
STUB1,6.6323,Gou2014,4
STUB1,6.6323,yulist2,4
EGR1,6.56613,Eichstaedt2014apriorilist,4
EGR1,6.56613,Eichstaedt2015apriori,4
EGR1,6.56613,yulist1,4
EGR1,6.56613,yulist2,4
ULBP1,6.45407,Eichstaedt2014,4
ULBP1,6.45407,Sheinfeldt2012,4
ULBP1,6.45407,yulist1,4
ULBP1,6.45407,Bigham2014diffexprgenes,4
MYOCD,6.45407,Eichstaedt2014apriorilist,4
MYOCD,6.45407,Eichstaedt2015apriori,4
MYOCD,6.45407,yulist1,4
MYOCD,6.45407,yulist2,4
PRIM2,6.37384,Zhou2013,4
PRIM2,6.37384,Simonson2010,4
PRIM2,6.37384,Udpa204,4
PRIM2,6.37384,Clemente2014,4
KIAA1958,6.34323,Simonson2010,4
KIAA1958,6.34323,Sheinfeldt2012,4
KIAA1958,6.34323,Udpa204,4
KIAA1958,6.34323,Ortiz.Barahona2010HRElocations,4
PDGFC,6.08264,Peng2010,4
PDGFC,6.08264,Eichstaedt2014apriorilist,4
