gene_symbol,cms_score,study,occurance
PDGFC,6.08264,Eichstaedt2015apriori,4
PDGFC,6.08264,Clemente2014,4
KITLG,6.0397,Eichstaedt2017,4
KITLG,6.0397,Simonson2010,4
KITLG,6.0397,Alkorta.Aranburu2012,4
KITLG,6.0397,Sheinfeldt2012,4
IL17A,22.3467,Eichstaedt2017,3
IL17A,22.3467,Simonson2010,3
IL17A,22.3467,Eichstaedt2014,3
PLXNA4,20.5105,Eichstaedt2014,3
PLXNA4,20.5105,Sheinfeldt2012,3
PLXNA4,20.5105,Witt2019,3
MUC12,19.9416,Eichstaedt2017,3
MUC12,19.9416,Eichstaedt2014,3
MUC12,19.9416,Eichstaedt2015,3
MUC17,19.9416,Eichstaedt2017,3
MUC17,19.9416,Eichstaedt2014,3
MUC17,19.9416,Eichstaedt2015,3
AP1S1,16.949,Eichstaedt2017,3
AP1S1,16.949,Eichstaedt2014,3
AP1S1,16.949,Eichstaedt2015,3
ITSN2,16.812,Zhou2013,3
ITSN2,16.812,Udpa204,3
ITSN2,16.812,Li2018,3
EYS,15.8369,Zhou2013,3
EYS,15.8369,Eichstaedt2014,3
EYS,15.8369,Sheinfeldt2012,3
SCNN1B,15.6002,Simonson2010apriorilist,3
SCNN1B,15.6002,Sheinfeldt2012,3
SCNN1B,15.6002,Huerta.sanchez2013hypoxgeneset,3
RANGAP1,14.8408,Peng2010,3
RANGAP1,14.8408,Eichstaedt2014,3
RANGAP1,14.8408,Ortiz.Barahona2010HRElocations,3
YTHDC2,14.2621,Simonson2010,3
YTHDC2,14.2621,Sheinfeldt2012,3
YTHDC2,14.2621,Gou2014,3
SGCD,14.1439,Zhou2013,3
SGCD,14.1439,Udpa204,3
SGCD,14.1439,Arciero2018,3
PDE9A,14.0442,Eichstaedt2014apriorilist,3
PDE9A,14.0442,Eichstaedt2015apriori,3
PDE9A,14.0442,Alkorta.Aranburu2012,3
CUX2,14.0409,Bigham2010,3
CUX2,14.0409,Sheinfeldt2012,3
CUX2,14.0409,Udpa204,3
MTA3,13.9778,Zhou2013,3
MTA3,13.9778,Sheinfeldt2012,3
MTA3,13.9778,Udpa204,3
ARID1B,13.7812,Eichstaedt2017,3
ARID1B,13.7812,Zhou2013,3
ARID1B,13.7812,Eichstaedt2014,3
BNIP3L,13.5152,yulist1,3
BNIP3L,13.5152,yulist2,3
BNIP3L,13.5152,Ortiz.Barahona2010HRElocations,3
PSME1,12.9413,Eichstaedt2014,3
PSME1,12.9413,yulist1,3
PSME1,12.9413,yulist2,3
SYNJ2,12.8033,Zhou2013,3
SYNJ2,12.8033,Eichstaedt2014,3
SYNJ2,12.8033,Sheinfeldt2012,3
CDH23,12.3865,Simonson2010,3
CDH23,12.3865,Alkorta.Aranburu2012,3
CDH23,12.3865,Sheinfeldt2012,3
GUCY1A2,12.339,Eichstaedt2017,3
GUCY1A2,12.339,Eichstaedt2014apriorilist,3
GUCY1A2,12.339,Eichstaedt2015apriori,3
AGAP3,11.935,Eichstaedt2014apriorilist,3
AGAP3,11.935,Eichstaedt2015apriori,3
AGAP3,11.935,Arciero2018,3
ZDHHC14,11.7601,Eichstaedt2017,3
ZDHHC14,11.7601,Peng2010,3
ZDHHC14,11.7601,Eichstaedt2014,3
MSI2,11.7553,Alkorta.Aranburu2012,3
MSI2,11.7553,Sheinfeldt2012,3
MSI2,11.7553,Arciero2018,3
PTPRD,11.5655,Bigham2009,3
PTPRD,11.5655,Alkorta.Aranburu2012,3
PTPRD,11.5655,Sheinfeldt2012,3
PCDH15,10.9903,Simonson2010,3
PCDH15,10.9903,Sheinfeldt2012,3
PCDH15,10.9903,Arciero2018,3
NRXN2,10.8383,Eichstaedt2017,3
NRXN2,10.8383,Eichstaedt2014,3
NRXN2,10.8383,Ortiz.Barahona2010HRElocations,3
KCTD12,10.774,Alkorta.Aranburu2012,3
KCTD12,10.774,Witt2019,3
KCTD12,10.774,Moore2017,3
BIRC6,10.2412,Simonson2010,3
BIRC6,10.2412,Alkorta.Aranburu2012,3
BIRC6,10.2412,Sheinfeldt2012,3
COL21A1,9.99404,Eichstaedt2017,3
COL21A1,9.99404,Zhou2013,3
COL21A1,9.99404,Simonson2010,3
TCF4,9.96701,Simonson2010,3
TCF4,9.96701,Peng2010,3
TCF4,9.96701,Alkorta.Aranburu2012,3
SPAG16,9.79284,Alkorta.Aranburu2012,3
SPAG16,9.79284,Sheinfeldt2012,3
SPAG16,9.79284,Clemente2014,3
NEK7,9.64302,Sheinfeldt2012,3
NEK7,9.64302,Arciero2018,3
NEK7,9.64302,Yang2017,3
STON1-GTF2A1L,9.58643,Sheinfeldt2012,3
STON1-GTF2A1L,9.58643,Udpa204,3
STON1-GTF2A1L,9.58643,Arciero2018,3
WWOX,9.55965,Simonson2010,3
WWOX,9.55965,Sheinfeldt2012,3
WWOX,9.55965,Arciero2018,3
FBXL7,9.31349,Eichstaedt2014,3
FBXL7,9.31349,Sheinfeldt2012,3
FBXL7,9.31349,Udpa204,3
PTPRM,9.28679,Bigham2009,3
PTPRM,9.28679,Sheinfeldt2012,3
PTPRM,9.28679,Arciero2018,3
SRF,9.19494,yulist1,3
SRF,9.19494,Halllist1,3
SRF,9.19494,yulist2,3
NKX3-1,9.04832,Eichstaedt2014apriorilist,3
NKX3-1,9.04832,yulist1,3
NKX3-1,9.04832,yulist2,3
SCMH1,8.73831,Zhou2013,3
SCMH1,8.73831,Udpa204,3
SCMH1,8.73831,Gou2014,3
SLFNL1,8.73831,Zhou2013,3
SLFNL1,8.73831,Udpa204,3
SLFNL1,8.73831,Gou2014,3
KLF2,8.71944,Bigham2010,3
KLF2,8.71944,Eichstaedt2014apriorilist,3
KLF2,8.71944,Eichstaedt2015apriori,3
UNKL,8.61143,Zhou2013,3
UNKL,8.61143,Simonson2010,3
UNKL,8.61143,Gou2014,3
DUOX1,8.50152,Zhou2013,3
DUOX1,8.50152,Eichstaedt2014apriorilist,3
DUOX1,8.50152,Eichstaedt2015apriori,3
CTNNA2,8.44998,Alkorta.Aranburu2012,3
CTNNA2,8.44998,Sheinfeldt2012,3
CTNNA2,8.44998,Clemente2014,3
TERT,8.42679,Bigham2010,3
TERT,8.42679,yulist1,3
TERT,8.42679,yulist2,3
PSMB1,8.40774,yulist1,3
PSMB1,8.40774,Bigham2014diffexprgenes,3
PSMB1,8.40774,yulist2,3
PIP5K1B,8.33387,Peng2010,3
PIP5K1B,8.33387,Alkorta.Aranburu2012,3
PIP5K1B,8.33387,Arciero2018,3
HK2,8.28948,yulist1,3
HK2,8.28948,yulist2,3
HK2,8.28948,Ortiz.Barahona2010HRElocations,3
PDGFA,8.20549,Simonson2010apriorilist,3
PDGFA,8.20549,Bigham2010,3
PDGFA,8.20549,Huerta.sanchez2013hypoxgeneset,3
EMP2,8.14396,Eichstaedt2014,3
EMP2,8.14396,Sheinfeldt2012,3
EMP2,8.14396,Artigas2015,3
TEKT5,8.14396,Eichstaedt2014,3
TEKT5,8.14396,Sheinfeldt2012,3
TEKT5,8.14396,Artigas2015,3
CDC42BPG,8.1146,Eichstaedt2017,3
CDC42BPG,8.1146,Eichstaedt2014,3
CDC42BPG,8.1146,Alkorta.Aranburu2012,3
MAP4K2,8.1146,Eichstaedt2017,3
MAP4K2,8.1146,Eichstaedt2014,3
MAP4K2,8.1146,Alkorta.Aranburu2012,3
MEN1,8.1146,Eichstaedt2017,3
MEN1,8.1146,Eichstaedt2014,3
MEN1,8.1146,Alkorta.Aranburu2012,3
KCNMB4,8.03313,Eichstaedt2014apriorilist,3
KCNMB4,8.03313,Eichstaedt2015apriori,3
KCNMB4,8.03313,Alkorta.Aranburu2012,3
SPSB4,7.9587,Alkorta.Aranburu2012,3
SPSB4,7.9587,Sheinfeldt2012,3
SPSB4,7.9587,Arciero2018,3
VASN,7.94854,yulist1,3
VASN,7.94854,Halllist1,3
VASN,7.94854,yulist2,3
PXN,7.92487,Eichstaedt2014apriorilist,3
PXN,7.92487,Eichstaedt2015apriori,3
PXN,7.92487,Ortiz.Barahona2010HRElocations,3
PTN,7.92275,Eichstaedt2014,3
PTN,7.92275,yulist1,3
PTN,7.92275,yulist2,3
TXN,7.90605,Simonson2010apriorilist,3
TXN,7.90605,yulist1,3
TXN,7.90605,yulist2,3
MAP1A,7.88259,Alkorta.Aranburu2012,3
MAP1A,7.88259,Sheinfeldt2012,3
MAP1A,7.88259,Ortiz.Barahona2010HRElocations,3
CARD16,7.79295,Huerta.sanchez2013,3
CARD16,7.79295,yulist1,3
CARD16,7.79295,yulist2,3
CDKN1B,7.78557,yulist1,3
CDKN1B,7.78557,yulist2,3
CDKN1B,7.78557,Ortiz.Barahona2010HRElocations,3
PDE3A,7.78265,Eichstaedt2014apriorilist,3
PDE3A,7.78265,Eichstaedt2015apriori,3
PDE3A,7.78265,Sheinfeldt2012,3
PINX1,7.77893,Eichstaedt2014,3
PINX1,7.77893,Sheinfeldt2012,3
PINX1,7.77893,Ortiz.Barahona2010HRElocations,3
ANXA1,7.56976,Eichstaedt2014apriorilist,3
ANXA1,7.56976,Eichstaedt2015apriori,3
ANXA1,7.56976,Sheinfeldt2012,3
VPS13B,7.54837,Zhou2013,3
VPS13B,7.54837,Sheinfeldt2012,3
VPS13B,7.54837,Udpa204,3
PPARGC1A,7.48373,Arciero2018,3
PPARGC1A,7.48373,yulist1,3
PPARGC1A,7.48373,yulist2,3
CAMK2D,7.35391,Simonson2010apriorilist,3
CAMK2D,7.35391,Simonson2010,3
CAMK2D,7.35391,Witt2019,3
PLD5,7.23929,Sheinfeldt2012,3
PLD5,7.23929,Udpa204,3
PLD5,7.23929,Ortiz.Barahona2010HRElocations,3
SEMA5A,7.23316,Arciero2018,3
SEMA5A,7.23316,Clemente2014,3
SEMA5A,7.23316,Ortiz.Barahona2010HRElocations,3
STXBP5L,7.18405,Eichstaedt2017,3
STXBP5L,7.18405,Arciero2018,3
STXBP5L,7.18405,Clemente2014,3
PSMD11,7.16962,Alkorta.Aranburu2012,3
PSMD11,7.16962,yulist1,3
PSMD11,7.16962,yulist2,3
PIN1,6.9666,Sheinfeldt2012,3
PIN1,6.9666,yulist1,3
PIN1,6.9666,yulist2,3
CYBA,6.93983,yulist1,3
CYBA,6.93983,Bigham2014diffexprgenes,3
CYBA,6.93983,yulist2,3
NELL1,6.75472,Simonson2010,3
NELL1,6.75472,Sheinfeldt2012,3
NELL1,6.75472,Arciero2018,3
AK4,6.74161,Eichstaedt2017,3
AK4,6.74161,yulist1,3
AK4,6.74161,yulist2,3
ANGPT2,6.73234,Huerta.sanchez2013hypoxgeneset,3
ANGPT2,6.73234,yulist1,3
ANGPT2,6.73234,yulist2,3
UTRN,6.70788,Zhou2013,3
UTRN,6.70788,Simonson2010,3
UTRN,6.70788,Alkorta.Aranburu2012,3
TSHZ3,6.64363,Eichstaedt2014,3
TSHZ3,6.64363,Sheinfeldt2012,3
TSHZ3,6.64363,Bigham2014diffexprgenes,3
ZNF638,6.57748,Simonson2010,3
ZNF638,6.57748,Peng2010,3
ZNF638,6.57748,Bigham2014diffexprgenes,3
SV2B,6.56516,Simonson2010,3
SV2B,6.56516,Sheinfeldt2012,3
SV2B,6.56516,Clemente2014,3
PSD3,6.55607,Alkorta.Aranburu2012,3
PSD3,6.55607,Sheinfeldt2012,3
PSD3,6.55607,Ortiz.Barahona2010HRElocations,3
CST3,6.50767,Eichstaedt2014apriorilist,3
CST3,6.50767,Eichstaedt2015apriori,3
CST3,6.50767,Huerta.sanchez2013hypoxgeneset,3
HSDL2,6.34323,Simonson2010,3
HSDL2,6.34323,Sheinfeldt2012,3
HSDL2,6.34323,Udpa204,3
TFRC,6.33042,Simonson2010apriorilist,3
TFRC,6.33042,Huerta.sanchez2013hypoxgeneset,3
TFRC,6.33042,Witt2019,3
PIK3R3,6.26516,Simonson2010apriorilist,3
PIK3R3,6.26516,yulist1,3
PIK3R3,6.26516,yulist2,3
OR2L13,6.25615,Sheinfeldt2012,3
OR2L13,6.25615,Udpa204,3
OR2L13,6.25615,Arciero2018,3
MAPKAPK2,6.15367,Peng2010,3
MAPKAPK2,6.15367,Alkorta.Aranburu2012,3
MAPKAPK2,6.15367,Moore2017,3
PPARG,6.10145,Simonson2010,3
PPARG,6.10145,yulist1,3
PPARG,6.10145,halllist2,3
IL17F,22.3467,Eichstaedt2017,2
IL17F,22.3467,Eichstaedt2014,2
MCM3,22.3467,Eichstaedt2017,2
MCM3,22.3467,Eichstaedt2014,2
ACACB,21.456,Eichstaedt2015,2
ACACB,21.456,halllist2,2
EXOC4,21.3855,Zhou2013,2
EXOC4,21.3855,Simonson2010,2
PSMA6,20.6549,yulist1,2
PSMA6,20.6549,yulist2,2
TRIM56,19.9416,Eichstaedt2017,2
TRIM56,19.9416,Eichstaedt2014,2
SVOP,19.7569,Sheinfeldt2012,2
SVOP,19.7569,Udpa204,2
FRMPD2,19.1609,Eichstaedt2017,2
FRMPD2,19.1609,Simonson2010,2
RCOR1,19.0762,Sheinfeldt2012,2
RCOR1,19.0762,Ortiz.Barahona2010HRElocations,2
CMA1,18.0335,Eichstaedt2014apriorilist,2
CMA1,18.0335,Eichstaedt2015apriori,2
CTSG,18.0335,Eichstaedt2014apriorilist,2
CTSG,18.0335,Eichstaedt2015apriori,2
GZMH,18.0335,Eichstaedt2014apriorilist,2
GZMH,18.0335,Eichstaedt2015apriori,2
FBXO42,17.6607,Sheinfeldt2012,2
FBXO42,17.6607,Ortiz.Barahona2010HRElocations,2
RMI2,17.6402,Eichstaedt2017,2
RMI2,17.6402,Eichstaedt2014,2
SOCS1,17.6402,Eichstaedt2017,2
SOCS1,17.6402,Ortiz.Barahona2010HRElocations,2
CIITA,17.3161,Zhou2013,2
CIITA,17.3161,Sheinfeldt2012,2
CLEC16A,17.3161,Eichstaedt2017,2
CLEC16A,17.3161,Sheinfeldt2012,2
PTPRT,17.1105,Sheinfeldt2012,2
PTPRT,17.1105,Udpa204,2
FIS1,16.949,yulist1,2
FIS1,16.949,yulist2,2
PSMB11,16.8293,yulist1,2
PSMB11,16.8293,yulist2,2
PSMB5,16.8293,yulist1,2
PSMB5,16.8293,yulist2,2
B3GNTL1,16.5981,Zhou2013,2
B3GNTL1,16.5981,Udpa204,2
RARB,16.5431,Sheinfeldt2012,2
RARB,16.5431,Artigas2015,2
FRMD4B,16.5178,Udpa204,2
FRMD4B,16.5178,Arciero2018,2
VDR,16.2411,O.Brien2019,2
VDR,16.2411,Moore2017,2
SLC8A3,15.8456,yulist1,2
SLC8A3,15.8456,yulist2,2
PSMC4,15.3129,yulist1,2
PSMC4,15.3129,yulist2,2
ELOVL5,15.2515,Eichstaedt2017,2
ELOVL5,15.2515,Eichstaedt2014,2
SOX12,15.2435,Sheinfeldt2012,2
SOX12,15.2435,Ortiz.Barahona2010HRElocations,2
APOBR,15.073,Eichstaedt2017,2
APOBR,15.073,Clemente2014,2
CLN3,15.073,Eichstaedt2017,2
CLN3,15.073,Clemente2014,2
IL27,15.073,Eichstaedt2017,2
IL27,15.073,Clemente2014,2
NUPR1,15.073,Eichstaedt2017,2
NUPR1,15.073,Clemente2014,2
SULT1A2,15.073,Eichstaedt2017,2
SULT1A2,15.073,Hu2017,2
BRPF3,14.9353,Eichstaedt2014,2
BRPF3,14.9353,Sheinfeldt2012,2
FAM19A1,14.911,Eichstaedt2014,2
FAM19A1,14.911,Sheinfeldt2012,2
L3MBTL2,14.8408,Peng2010,2
L3MBTL2,14.8408,Eichstaedt2014,2
ZC3H7B,14.8408,Peng2010,2
ZC3H7B,14.8408,Eichstaedt2014,2
KIAA1217,14.4301,Simonson2010,2
KIAA1217,14.4301,Alkorta.Aranburu2012,2
FMNL2,14.3447,Simonson2010,2
FMNL2,14.3447,Alkorta.Aranburu2012,2
ERG,14.2955,Bigham2009,2
ERG,14.2955,Simonson2010,2
PDSS1,14.2879,Eichstaedt2017,2
PDSS1,14.2879,Eichstaedt2014,2
ADH1A,14.2661,Alkorta.Aranburu2012,2
ADH1A,14.2661,Huerta.sanchez2013,2
ADH1B,14.2661,Alkorta.Aranburu2012,2
ADH1B,14.2661,Huerta.sanchez2013,2
ADH1C,14.2661,Alkorta.Aranburu2012,2
ADH1C,14.2661,Huerta.sanchez2013,2
ADH7,14.2661,Alkorta.Aranburu2012,2
ADH7,14.2661,Yang2017,2
MCC,14.2621,Simonson2010,2
MCC,14.2621,Sheinfeldt2012,2
METRNL,14.2074,Zhou2013,2
METRNL,14.2074,Udpa204,2
CACNA1B,14.1972,Eichstaedt2014,2
CACNA1B,14.1972,Alkorta.Aranburu2012,2
HAAO,13.9778,Simonson2010apriorilist,2
HAAO,13.9778,Sheinfeldt2012,2
TRIM69,13.8595,Alkorta.Aranburu2012,2
TRIM69,13.8595,Sheinfeldt2012,2
ENDOG,13.6476,yulist1,2
ENDOG,13.6476,yulist2,2
LRGUK,13.5172,Udpa204,2
LRGUK,13.5172,Gou2014,2
VPS41,13.4354,Alkorta.Aranburu2012,2
VPS41,13.4354,Sheinfeldt2012,2
PRDM2,13.4288,Simonson2010,2
PRDM2,13.4288,Alkorta.Aranburu2012,2
TEK,13.2562,yulist1,2
TEK,13.2562,yulist2,2
HK1,13.1562,Peng2010,2
HK1,13.1562,Ortiz.Barahona2010HRElocations,2
ZFHX3,13.1497,Zhou2013,2
ZFHX3,13.1497,Sheinfeldt2012,2
ADAMTSL4,13.0102,Sheinfeldt2012,2
ADAMTSL4,13.0102,Artigas2015,2
ENSA,13.0102,Sheinfeldt2012,2
ENSA,13.0102,Artigas2015,2
MCL1,13.0102,Sheinfeldt2012,2
MCL1,13.0102,Artigas2015,2
GTF2H5,12.8033,Zhou2013,2
GTF2H5,12.8033,Eichstaedt2014,2
SERAC1,12.8033,Zhou2013,2
SERAC1,12.8033,Eichstaedt2014,2
SLC9A2,12.7786,Arciero2018,2
SLC9A2,12.7786,Gou2014,2
FHIT,12.7517,Alkorta.Aranburu2012,2
FHIT,12.7517,Sheinfeldt2012,2
FGA,12.6617,Sheinfeldt2012,2
FGA,12.6617,Crawford2017,2
FGB,12.6617,Sheinfeldt2012,2
FGB,12.6617,Crawford2017,2
FGG,12.6617,Sheinfeldt2012,2
FGG,12.6617,Crawford2017,2
MACROD2,12.6452,Zhou2013,2
MACROD2,12.6452,yulist1,2
GALNT10,12.3205,Eichstaedt2014,2
GALNT10,12.3205,Ortiz.Barahona2010HRElocations,2
ATG2B,12.3205,Eichstaedt2017,2
ATG2B,12.3205,Eichstaedt2014,2
TTC27,12.2006,Simonson2010,2
TTC27,12.2006,Alkorta.Aranburu2012,2
PENK,12.1447,yulist1,2
PENK,12.1447,yulist2,2
ILDR1,12.1281,Simonson2010,2
ILDR1,12.1281,Ortiz.Barahona2010HRElocations,2
ETNK1,12.0384,Simonson2010,2
ETNK1,12.0384,Udpa204,2
CLINT1,11.9793,Simonson2010,2
CLINT1,11.9793,Sheinfeldt2012,2
SLC52A3,11.8826,O.Brien2019,2
SLC52A3,11.8826,Arciero2018,2
MECOM,11.8504,Sheinfeldt2012,2
MECOM,11.8504,Arciero2018,2
ADH6,11.7742,Alkorta.Aranburu2012,2
ADH6,11.7742,Huerta.sanchez2013,2
GPRIN2,11.7158,Zhou2013,2
GPRIN2,11.7158,Udpa204,2
SYT15,11.7158,Zhou2013,2
SYT15,11.7158,Udpa204,2
DGKB,11.5441,Sheinfeldt2012,2
DGKB,11.5441,Arciero2018,2
NPAS3,11.4171,Artigas2015,2
NPAS3,11.4171,Ortiz.Barahona2010HRElocations,2
TSNAX,11.2514,Simonson2010,2
TSNAX,11.2514,Peng2010,2
DCHS2,11.1666,Sheinfeldt2012,2
DCHS2,11.1666,Arciero2018,2
CKMT1A,11.1395,Alkorta.Aranburu2012,2
CKMT1A,11.1395,Sheinfeldt2012,2
PIP4K2A,11.1088,Zhou2013,2
PIP4K2A,11.1088,Sheinfeldt2012,2
SPAG6,11.1088,Sheinfeldt2012,2
SPAG6,11.1088,Udpa204,2
ZNF236,11.081,Sheinfeldt2012,2
ZNF236,11.081,Hu2017,2
LHX5,10.997,Bigham2010,2
LHX5,10.997,Sheinfeldt2012,2
SDS,10.997,Bigham2010,2
SDS,10.997,Sheinfeldt2012,2
SDSL,10.997,Bigham2010,2
SDSL,10.997,Sheinfeldt2012,2
ATP2B4,10.9826,Eichstaedt2014,2
ATP2B4,10.9826,Hu2017,2
FAM107B,10.9784,Bigham2009,2
FAM107B,10.9784,Ortiz.Barahona2010HRElocations,2
PDE1A,10.9655,Eichstaedt2014apriorilist,2
PDE1A,10.9655,Eichstaedt2015apriori,2
SLC22A11,10.8383,Eichstaedt2017,2
SLC22A11,10.8383,Eichstaedt2014,2
SLC22A12,10.8383,Eichstaedt2017,2
SLC22A12,10.8383,Eichstaedt2014,2
PKHD1,10.8053,Simonson2010,2
PKHD1,10.8053,Eichstaedt2014,2
MTUS2,10.7543,Zhou2013,2
MTUS2,10.7543,Arciero2018,2
LUZP2,10.7272,Simonson2010,2
LUZP2,10.7272,Alkorta.Aranburu2012,2
CACNB4,10.5417,Simonson2010,2
CACNB4,10.5417,Sheinfeldt2012,2
ACVR1B,10.5366,Yi2010,2
ACVR1B,10.5366,Ortiz.Barahona2010HRElocations,2
OPCML,10.5274,Simonson2010,2
OPCML,10.5274,Sheinfeldt2012,2
KNTC1,10.4703,Sheinfeldt2012,2
KNTC1,10.4703,Hu2017,2
PAQR8,10.4275,Eichstaedt2017,2
PAQR8,10.4275,Arciero2018,2
EPS8,10.4048,Eichstaedt2014,2
EPS8,10.4048,Udpa204,2
RHEB,10.3983,Sheinfeldt2012,2
RHEB,10.3983,Bigham2014diffexprgenes,2
FTLP10,10.3888,Eichstaedt2014,2
FTLP10,10.3888,Udpa204,2
TMPRSS11B,10.3888,Eichstaedt2017,2
TMPRSS11B,10.3888,Eichstaedt2014,2
TMPRSS11BNL,10.3888,Eichstaedt2017,2
TMPRSS11BNL,10.3888,Eichstaedt2014,2
DPP8,10.3045,Sheinfeldt2012,2
DPP8,10.3045,Udpa204,2
CTSZ,10.2881,Eichstaedt2014apriorilist,2
CTSZ,10.2881,Eichstaedt2015apriori,2
TLL1,10.2295,Arciero2018,2
TLL1,10.2295,Bigham2014diffexprgenes,2
BACH2,10.2182,Sheinfeldt2012,2
BACH2,10.2182,Arciero2018,2
EPHA6,10.1829,Simonson2010,2
EPHA6,10.1829,Sheinfeldt2012,2
LDLRAD3,10.1455,Bigham2009,2
LDLRAD3,10.1455,Sheinfeldt2012,2
EFEMP1,10.1451,Simonson2010,2
EFEMP1,10.1451,Artigas2015,2
TGFBR2,10.078,yulist1,2
TGFBR2,10.078,yulist2,2
PARD3,10.0604,Sheinfeldt2012,2
PARD3,10.0604,Bigham2014diffexprgenes,2
DAB1,10.0382,Simonson2010,2
DAB1,10.0382,Sheinfeldt2012,2
IGFBP3,10.0313,Bigham2010,2
IGFBP3,10.0313,Ortiz.Barahona2010HRElocations,2
FAM19A5,10.026,Sheinfeldt2012,2
FAM19A5,10.026,Ortiz.Barahona2010HRElocations,2
NRG1,10.0126,Sheinfeldt2012,2
NRG1,10.0126,Clemente2014,2
ARHGAP24,9.96157,Arciero2018,2
ARHGAP24,9.96157,Clemente2014,2
IL18BP,9.94578,Eichstaedt2014apriorilist,2
IL18BP,9.94578,Eichstaedt2015apriori,2
PSMD7,9.91372,yulist1,2
PSMD7,9.91372,yulist2,2
PRKCH,9.90768,Eichstaedt2017,2
PRKCH,9.90768,Sheinfeldt2012,2
PDPN,9.80247,Simonson2010apriorilist,2
PDPN,9.80247,Alkorta.Aranburu2012,2
JAM2,9.79284,Sheinfeldt2012,2
JAM2,9.79284,Bigham2014diffexprgenes,2
NEGR1,9.78066,Sheinfeldt2012,2
NEGR1,9.78066,Ortiz.Barahona2010HRElocations,2
RBFOX3,9.7456,Sheinfeldt2012,2
RBFOX3,9.7456,Arciero2018,2
MDGA2,9.74419,Sheinfeldt2012,2
MDGA2,9.74419,Ortiz.Barahona2010HRElocations,2
RFX3,9.7255,Yi2010,2
RFX3,9.7255,Sheinfeldt2012,2
ADAM28,9.69203,Sheinfeldt2012,2
ADAM28,9.69203,Udpa204,2
ATP9B,9.62453,Alkorta.Aranburu2012,2
ATP9B,9.62453,Gou2014,2
SLC1A1,9.61049,Bigham2010,2
SLC1A1,9.61049,Sheinfeldt2012,2
AQP3,9.60522,yulist1,2
AQP3,9.60522,yulist2,2
CCZ1,9.56866,Sheinfeldt2012,2
CCZ1,9.56866,Clemente2014,2
CLEC6A,9.5524,Zhou2013,2
CLEC6A,9.5524,Sheinfeldt2012,2
DPYD,9.52346,Sheinfeldt2012,2
DPYD,9.52346,Arciero2018,2
CNTN4,9.50275,Sheinfeldt2012,2
CNTN4,9.50275,Arciero2018,2
DDX54,9.47428,Bigham2010,2
DDX54,9.47428,Sheinfeldt2012,2
OAS2,9.47428,Peng2010,2
OAS2,9.47428,Bigham2010,2
DCTPP1,9.41402,Eichstaedt2017,2
DCTPP1,9.41402,Sheinfeldt2012,2
ITGAL,9.41402,Eichstaedt2017,2
ITGAL,9.41402,Sheinfeldt2012,2
SEPHS2,9.41402,Eichstaedt2017,2
SEPHS2,9.41402,Sheinfeldt2012,2
ZNF688,9.41402,Eichstaedt2017,2
ZNF688,9.41402,Sheinfeldt2012,2
ZNF747,9.41402,Eichstaedt2017,2
ZNF747,9.41402,Sheinfeldt2012,2
ZNF764,9.41402,Eichstaedt2017,2
ZNF764,9.41402,Sheinfeldt2012,2
ZNF768,9.41402,Eichstaedt2017,2
ZNF768,9.41402,Sheinfeldt2012,2
ZNF771,9.41402,Eichstaedt2017,2
ZNF771,9.41402,Sheinfeldt2012,2
ZNF785,9.41402,Eichstaedt2017,2
ZNF785,9.41402,Sheinfeldt2012,2
SLC36A3,9.35789,Alkorta.Aranburu2012,2
SLC36A3,9.35789,Sheinfeldt2012,2
EGFR,9.32678,Simonson2010apriorilist,2
EGFR,9.32678,Ortiz.Barahona2010HRElocations,2
AKAP6,9.31287,Eichstaedt2017,2
AKAP6,9.31287,Alkorta.Aranburu2012,2
GSTA4,9.30486,Eichstaedt2017,2
GSTA4,9.30486,Arciero2018,2
AGBL4,9.27495,Simonson2010,2
AGBL4,9.27495,Sheinfeldt2012,2
JAG2,9.24109,Simonson2010apriorilist,2
JAG2,9.24109,Huerta.sanchez2013hypoxgeneset,2
CEP350,9.18701,Zhou2013,2
CEP350,9.18701,Simonson2010,2
COPB2,9.15676,Alkorta.Aranburu2012,2
COPB2,9.15676,Sheinfeldt2012,2
MRPS22,9.15676,Alkorta.Aranburu2012,2
MRPS22,9.15676,Sheinfeldt2012,2
CAMTA1,9.13669,Alkorta.Aranburu2012,2
CAMTA1,9.13669,Sheinfeldt2012,2
AGAP1,9.12022,Sheinfeldt2012,2
AGAP1,9.12022,Udpa204,2
PHACTR1,9.10868,Simonson2010,2
PHACTR1,9.10868,Peng2010,2
DPEP1,9.08704,Eichstaedt2014apriorilist,2
DPEP1,9.08704,Eichstaedt2015apriori,2
FANCA,9.08704,Yi2010,2
FANCA,9.08704,Gou2014,2
CACNA1C,9.06594,Simonson2010,2
CACNA1C,9.06594,Sheinfeldt2012,2
STMN2,8.98187,Arciero2018,2
STMN2,8.98187,Bigham2014diffexprgenes,2
SUSD5,8.98187,Zhou2013,2
SUSD5,8.98187,Sheinfeldt2012,2
CHST11,8.97822,Bigham2009,2
CHST11,8.97822,Sheinfeldt2012,2
PTPRO,8.92202,Eichstaedt2014,2
PTPRO,8.92202,Alkorta.Aranburu2012,2
P2RX2,8.90534,yulist1,2
P2RX2,8.90534,yulist2,2
PEBP4,8.89897,Sheinfeldt2012,2
PEBP4,8.89897,Ortiz.Barahona2010HRElocations,2
RIMS2,8.82939,Arciero2018,2
RIMS2,8.82939,Clemente2014,2
